Frequency,Impedance,Phase,Real,Imaginary,Magnitude,Rs,Cs
 23040 , 21204.4983564178 ,-76.3984999157731 ,-2017 ,-1120 , 2307.09535997106 
 23230 , 21067.0975057027 ,-76.3028948240632 ,-2026 ,-1136 , 2322.75095522529 
 23420 , 20876.7852415299 ,-76.159741381782 ,-2039 ,-1156 , 2343.89782200505 
 23610 , 20719.2851510285 ,-76.0530785766194 ,-2049 ,-1174 , 2361.49888841812 
 23800 , 20557.8207715084 ,-75.9550258043145 ,-2061 ,-1191 , 2380.37854132489 
 23990 , 20424.5403704307 ,-75.7791464535011 ,-2067 ,-1211 , 2395.62309222465 
 24180 , 20287.6288749998 ,-75.7612794358353 ,-2079 ,-1224 , 2412.55404084551 
 24370 , 20113.7886859853 ,-75.6590802415365 ,-2091 ,-1243 , 2432.55626861949 
 24560 , 19962.1220452963 ,-75.4909902808448 ,-2100 ,-1264 , 2451.06017877979 
 24750 , 19836.324430234 ,-75.3995819123128 ,-2108 ,-1280 , 2466.18409694005 
 24940 , 19688.376109375 ,-75.3326716554188 ,-2120 ,-1297 , 2485.27845522388 
 25130 , 19540.0076194273 ,-75.2124645140271 ,-2130 ,-1316 , 2503.74838991461 
 25320 , 19414.9238699704 ,-75.1271958734515 ,-2139 ,-1332 , 2519.83035143241 
 25510 , 19246.9044116699 ,-74.9973114735441 ,-2151 ,-1354 , 2541.67602184071 
 25700 , 19118.7567499814 ,-74.8231186499085 ,-2159 ,-1375 , 2559.66911924178 
 25890 , 19018.4719863512 ,-74.7117042112826 ,-2164 ,-1392 , 2573.04488884279 
 26080 , 18914.8970883551 ,-74.6029307893795 ,-2169 ,-1410 , 2587.01778115265 
 26270 , 18776.1849717029 ,-74.6030201726395 ,-2181 ,-1424 , 2604.71437973533 
 26460 , 18656.1669809439 ,-74.489936755686 ,-2189 ,-1443 , 2621.82569977487 
 26650 , 18503.1091777261 ,-74.3802815741896 ,-2201 ,-1463 , 2642.87154436231 
 26840 , 18400.739180924 ,-74.3277840822227 ,-2208 ,-1478 , 2657.01862996856 
 27030 , 18283.6426173674 ,-74.2406249368409 ,-2217 ,-1496 , 2674.52893048477 
 27220 , 18146.3064287682 ,-74.0710245920367 ,-2227 ,-1519 , 2695.71697327446 
 27410 , 18012.6811735004 ,-73.9527006093061 ,-2236 ,-1540 , 2715.01307547496 
 27600 , 17923.1316970604 ,-73.8341591337016 ,-2240 ,-1557 , 2727.97525648603 
 27790 , 17800.9466966218 ,-73.7588336725396 ,-2250 ,-1577 , 2747.62242675372 
 27980 , 17704.3668751992 ,-73.6612436741714 ,-2255 ,-1594 , 2761.4961524507 
 28170 , 17587.3083410022 ,-73.5224850450828 ,-2262 ,-1616 , 2779.94604264184 
 28360 , 17462.6589856013 ,-73.4121146101434 ,-2272 ,-1637 , 2800.31301821778 
 28550 , 17355.9828519515 ,-73.3418241668491 ,-2280 ,-1655 , 2817.34360701708 
 28740 , 17249.2687108234 ,-73.2219428615328 ,-2287 ,-1675 , 2834.78288410241 
 28930 , 17159.1253667188 ,-73.1008817248557 ,-2292 ,-1694 , 2850.07017457465 
 29120 , 17055.7137511511 ,-72.9773317555816 ,-2298 ,-1715 , 2867.4080630423 
 29310 , 16937.4379572684 ,-72.8374637381743 ,-2306 ,-1737 , 2887.00623483913 
 29500 , 16849.7895996113 ,-72.81768456381 ,-2313 ,-1752 , 2901.6328161916 
 29690 , 16749.6543289971 ,-72.650264315913 ,-2318 ,-1775 , 2919.5460263541 
 29880 , 16660.6268973447 ,-72.5851414436488 ,-2324 ,-1793 , 2935.27255974637 
 30070 , 16571.2277813136 ,-72.4718074411849 ,-2328 ,-1813 , 2950.68686918826 
 30260 , 16447.2148215336 ,-72.5911031100148 ,-2349 ,-1829 , 2977.08615931753 
 30450 , 16375.7429328088 ,-72.271815217873 ,-2341 ,-1853 , 2985.61383973212 
 30640 , 16276.3675842223 ,-72.1892947320361 ,-2348 ,-1873 , 3003.53674856826 
 30830 , 16172.3149890318 ,-72.123337944729 ,-2356 ,-1893 , 3022.28142303128 
 31020 , 16096.9186720906 ,-71.9656363641109 ,-2358 ,-1914 , 3037.03144534264 
 31210 , 15996.9322952816 ,-71.908285926938 ,-2366 ,-1934 , 3055.86518027219 
 31400 , 15902.9586874803 ,-71.7518942164159 ,-2371 ,-1957 , 3074.32756875386 
 31590 , 15841.8960078382 ,-71.6540985409039 ,-2372 ,-1974 , 3085.94556011606 
 31780 , 15736.6775996649 ,-71.5465677260955 ,-2379 ,-1997 , 3106.06664448785 
 31970 , 15660.6040772872 ,-71.4637893486876 ,-2383 ,-2016 , 3121.36909063955 
 32160 , 15576.3574926956 ,-71.3647700604896 ,-2388 ,-2036 , 3138.12682981424 
 32350 , 15493.9655025006 ,-71.2479240255772 ,-2392 ,-2057 , 3154.82376686876 
 32540 , 15403.6404131588 ,-71.0728765834394 ,-2394 ,-2082 , 3172.68971063985 
 32730 , 15339.5520001411 ,-71.0534511638433 ,-2399 ,-2099 , 3187.63266390593 
 32920 , 15263.7143729463 ,-70.8990786842872 ,-2400 ,-2120 , 3202.24920954007 
 33110 , 15183.426846648 ,-70.8174549747044 ,-2405 ,-2140 , 3219.25845498618 
 33300 , 15100.2973607195 ,-70.6947707753363 ,-2408 ,-2162 , 3236.15636210613 
 33490 , 15022.2476296267 ,-70.6227815332055 ,-2414 ,-2182 , 3254.00061462809 
 33680 , 14945.9317286241 ,-70.4848342922431 ,-2415 ,-2205 , 3270.20641550346 
 33870 , 14881.4384697506 ,-70.3235596849156 ,-2414 ,-2227 , 3284.34544468148 
 34060 , 14811.6246609016 ,-70.2656833322966 ,-2417 ,-2246 , 3299.45525806913 
 34250 , 14750.2617405376 ,-70.2482048510407 ,-2421 ,-2261 , 3312.60652658899 
 34440 , 14682.6072831774 ,-70.1854648992434 ,-2425 ,-2280 , 3328.51693701564 
 34630 , 14584.0096309434 ,-70.1191020588931 ,-2433 ,-2302 , 3349.43174284833 
 34820 , 14517.3982039004 ,-69.9305781202431 ,-2432 ,-2327 , 3365.94013612839 
 35010 , 14444.4200562563 ,-69.7786468779469 ,-2433 ,-2350 , 3382.60092236728 
 35200 , 14373.384401421 ,-69.7062357482955 ,-2436 ,-2371 , 3399.37303042782 
 35390 , 14311.336508513 ,-69.6297382081863 ,-2438 ,-2390 , 3414.08025681881 
 35580 , 14239.5990504591 ,-69.5645721120828 ,-2443 ,-2411 , 3432.37090070406 
 35770 , 14185.1179993157 ,-69.4327553614307 ,-2440 ,-2432 , 3445.02888231724 
 35960 , 14122.5891755959 ,-69.2905963467439 ,-2439 ,-2455 , 3460.59908108408 
 36150 , 14053.618668711 ,-69.2248457880615 ,-2442 ,-2474 , 3476.21058050286 
 36340 , 13986.3228695821 ,-69.1483042354869 ,-2444 ,-2494 , 3491.87227716021 
 36530 , 13917.6990244883 ,-69.0293384103954 ,-2446 ,-2518 , 3510.44726495072 
 36720 , 13854.4855929746 ,-68.948348711625 ,-2447 ,-2537 , 3524.79474579726 
 36910 , 13789.0698844159 ,-68.8537860183106 ,-2449 ,-2558 , 3541.3224930808 
 37100 , 13721.738732085 ,-68.7320354009164 ,-2450 ,-2583 , 3560.11081288209 
 37290 , 13669.6499427704 ,-68.6603773530942 ,-2449 ,-2601 , 3572.50640307334 
 37480 , 13611.6815662239 ,-68.5431579069054 ,-2449 ,-2623 , 3588.55541966402 
 37670 , 13554.5030965497 ,-68.4042583776392 ,-2447 ,-2646 , 3604.04286877945 
 37860 , 13499.0867176433 ,-68.3690989065852 ,-2448 ,-2663 , 3617.21895936644 
 38050 , 13438.1196648132 ,-68.2628656532482 ,-2448 ,-2686 , 3634.18491549343 
 38240 , 13379.3538530357 ,-68.1549256365189 ,-2447 ,-2707 , 3649.06261935857 
 38430 , 13326.3904435753 ,-68.0569963863361 ,-2446 ,-2728 , 3664.00054585149 
 38620 , 13263.8200236923 ,-67.952798889 ,-2447 ,-2750 , 3681.07443554188 
 38810 , 13212.400501095 ,-67.8341723696487 ,-2445 ,-2772 , 3696.21549696443 
 39000 , 13149.9292962023 ,-67.7617522973565 ,-2445 ,-2794 , 3712.74305601667 
 39190 , 13101.2472330851 ,-67.7032134384186 ,-2445 ,-2813 , 3727.06238209129 
 39380 , 13038.9207212898 ,-67.5819007611558 ,-2446 ,-2838 , 3746.61980990866 
 39570 , 12988.6026793431 ,-67.4858971832944 ,-2442 ,-2857 , 3758.43225294803 
 39760 , 12941.8214125397 ,-67.3970443907812 ,-2441 ,-2876 , 3772.24826860587 
 39950 , 12878.1097781794 ,-67.2810911610922 ,-2441 ,-2901 , 3791.34303380741 
 40140 , 12825.3822930171 ,-67.1679871981706 ,-2438 ,-2924 , 3807.04872571918 
 40330 , 12776.7135943713 ,-67.0217022566712 ,-2434 ,-2947 , 3822.19374181896 
 40520 , 12732.2126726781 ,-66.9542873494896 ,-2431 ,-2967 , 3835.73330668335 
 40710 , 12685.5063186873 ,-66.8676793350763 ,-2428 ,-2987 , 3849.33150040367 
 40900 , 12633.9264114087 ,-66.8014411944182 ,-2428 ,-3007 , 3864.87166669218 
 41090 , 12579.5861688198 ,-66.7023381265276 ,-2426 ,-3028 , 3879.98195872094 
 41280 , 12532.0606875941 ,-66.5785064550897 ,-2422 ,-3051 , 3895.46980478607 
 41470 , 12486.1135741673 ,-66.4685029921576 ,-2418 ,-3073 , 3910.24973627005 
 41660 , 12441.7904444766 ,-66.3567672732773 ,-2413 ,-3095 , 3924.48646322038 
 41850 , 12395.6972807786 ,-66.2583733652581 ,-2409 ,-3117 , 3939.41239273067 
 42040 , 12351.779072405 ,-66.1971530577068 ,-2407 ,-3135 , 3952.45164423298 
 42230 , 12299.7237271463 ,-66.1150430189491 ,-2405 ,-3155 , 3967.12112242619 
 42420 , 12250.0005645611 ,-66.0244688547484 ,-2402 ,-3178 , 3983.62749262528 
 42610 , 12216.9294122861 ,-65.9478763887122 ,-2397 ,-3196 , 3995 
 42800 , 12161.9587048881 ,-65.8540148843389 ,-2396 ,-3220 , 4013.62878203752 
 42990 , 12114.0670157116 ,-65.7487103771207 ,-2391 ,-3241 , 4027.52554305991 
 43180 , 12082.2422273837 ,-65.6592489371184 ,-2386 ,-3260 , 4039.87574066332 
 43370 , 12030.6225691567 ,-65.5372189056199 ,-2382 ,-3284 , 4056.9175490759 
 43560 , 11982.2060413397 ,-65.4160418962017 ,-2377 ,-3308 , 4073.44976647559 
 43750 , 11950.7791870567 ,-65.3389062571062 ,-2370 ,-3326 , 4084.01469145252 
 43940 , 11917.6385127187 ,-65.2892680195029 ,-2366 ,-3343 , 4095.55918038062 
 44130 , 11862.4795149357 ,-65.1731002991159 ,-2362 ,-3367 , 4112.87405593704 
 44320 , 11817.9924499189 ,-65.0870436284036 ,-2358 ,-3388 , 4127.79699113219 
 44510 , 11770.0878670676 ,-64.9838763156797 ,-2354 ,-3411 , 4144.42239642631 
 44700 , 11742.8668928828 ,-64.9234579001347 ,-2349 ,-3429 , 4156.42177840507 
 44890 , 11692.6823209397 ,-64.7972573786716 ,-2342 ,-3452 , 4171.4827100205 
 45080 , 11652.5442466184 ,-64.6995862891103 ,-2337 ,-3474 , 4186.91354102279 
 45270 , 11617.4934532897 ,-64.6327661060653 ,-2332 ,-3492 , 4199.08180439486 
 45460 , 11573.2247833189 ,-64.5096471387781 ,-2324 ,-3515 , 4213.81074563156 
 45650 , 11538.7977486071 ,-64.4010124170079 ,-2317 ,-3537 , 4228.33986335063 
 45840 , 11510.6652236779 ,-64.3326769938707 ,-2309 ,-3554 , 4238.2068142081 
 46030 , 11470.4768815995 ,-64.224260876334 ,-2303 ,-3576 , 4253.4203883463 
 46220 , 11423.4322831132 ,-64.1394319414793 ,-2298 ,-3597 , 4268.3970059028 
 46410 , 11380.1508195781 ,-64.0865759758963 ,-2296 ,-3618 , 4285.03675596838 
 46600 , 11342.7955021528 ,-63.9896463878991 ,-2289 ,-3640 , 4299.89778948291 
 46790 , 11317.512798275 ,-63.9131051533171 ,-2280 ,-3657 , 4309.53002077953 
 46980 , 11274.829888535 ,-63.7739240426405 ,-2272 ,-3681 , 4325.70745659019 
 47170 , 11236.4693186675 ,-63.693010921743 ,-2266 ,-3701 , 4339.60332288563 
 47360 , 11188.7968707056 ,-63.6579082721434 ,-2263 ,-3722 , 4355.96751594867 
 47550 , 11164.6179405011 ,-63.4723048283424 ,-2249 ,-3743 , 4366.69783703888 
 47740 , 11126.0640781382 ,-63.3907622480264 ,-2243 ,-3765 , 4382.49632059172 
 47930 , 11098.2941428243 ,-63.3308975633471 ,-2237 ,-3783 , 4394.91274088576 
 48120 , 11056.317279035 ,-63.2228911378427 ,-2228 ,-3806 , 4410.17233223374 
 48310 , 11016.9795037802 ,-63.1147989600092 ,-2220 ,-3827 , 4424.28853037412 
 48500 , 10987.6781074507 ,-63.0440714161898 ,-2213 ,-3846 , 4437.23844299582 
 48690 , 10952.3028908196 ,-62.9471282057178 ,-2205 ,-3867 , 4451.48447149937 
 48880 , 10924.5844449455 ,-62.8595892390184 ,-2195 ,-3885 , 4462.20237102711 
 49070 , 10888.81757524 ,-62.7814256154385 ,-2188 ,-3906 , 4477.072704346 
 49260 , 10859.1284774423 ,-62.6486176743725 ,-2177 ,-3927 , 4490.06213765467 
 49450 , 10823.7493303614 ,-62.5444544803694 ,-2168 ,-3948 , 4504.10124220138 
 49640 , 10788.503684347 ,-62.5323522537912 ,-2164 ,-3967 , 4518.84775136317 
 49830 , 10762.5325830611 ,-62.4315702289377 ,-2153 ,-3985 , 4529.41872650344 
 50020 , 10725.7906382427 ,-62.3098310807154 ,-2142 ,-4007 , 4543.59032044043 
 50210 , 10690.6659073427 ,-62.2600168390247 ,-2135 ,-4026 , 4557.07153773122 
 50400 , 10662.7134236302 ,-62.1856092340235 ,-2126 ,-4045 , 4569.67187005807 
 50590 , 10626.2826841938 ,-62.0556075180882 ,-2117 ,-4069 , 4586.76901533094 
 50780 , 10592.2307848681 ,-61.9927497725147 ,-2111 ,-4088 , 4600.87654692016 
 50970 , 10583.6611745571 ,-61.8954535801629 ,-2095 ,-4102 , 4606.02095088592 
 51160 , 10532.7728337934 ,-61.777206416338 ,-2087 ,-4128 , 4625.57596413679 
 51350 , 10510.2651794954 ,-61.7365523019209 ,-2079 ,-4144 , 4636.26757208857 
 51540 , 10478.6014015859 ,-61.6023591467044 ,-2066 ,-4166 , 4650.15182547839 
 51730 , 10444.664358688 ,-61.5266994076671 ,-2057 ,-4186 , 4664.10173559711 
 51920 , 10417.682465015 ,-61.4544307297505 ,-2048 ,-4206 , 4678.11286738574 
 52110 , 10392.7701462619 ,-61.3368830287758 ,-2034 ,-4224 , 4688.21202592204 
 52300 , 10362.3909487204 ,-61.2986304535382 ,-2026 ,-4241 , 4700.08053122497 
 52490 , 10332.3007265945 ,-61.151542494783 ,-2013 ,-4263 , 4714.37567446634 
 52680 , 10301.546686858 ,-61.0930147839731 ,-2004 ,-4283 , 4728.64726956875 
 52870 , 10271.7336775247 ,-61.0119896776095 ,-1995 ,-4304 , 4743.88458965856 
 53060 , 10241.2987799177 ,-60.8973655742603 ,-1981 ,-4324 , 4756.1893360126 
 53250 , 10217.0140399842 ,-60.8067381504871 ,-1969 ,-4342 , 4767.59111082316 
 53440 , 10201.1624832049 ,-60.678927131059 ,-1954 ,-4358 , 4776.01088775978 
 53630 , 10172.1421035821 ,-60.6540033438771 ,-1946 ,-4376 , 4789.18489933308 
 53820 , 10138.090447347 ,-60.5909390342706 ,-1938 ,-4397 , 4805.14859291573 
 54010 , 10112.414922471 ,-60.5149362562039 ,-1925 ,-4413 , 4814.58139405702 
 54200 , 10082.5879572554 ,-60.4133947768584 ,-1914 ,-4433 , 4828.54895387838 
 54390 , 10055.1733434437 ,-60.3380141158457 ,-1904 ,-4452 , 4842.05741395122 
 54580 , 10028.6964175591 ,-60.2121690130573 ,-1890 ,-4473 , 4855.90660948087 
 54770 , 10004.1283845929 ,-60.1549097315509 ,-1878 ,-4491 , 4867.85014148957 
 54960 , 9979.3497797543 ,-60.0607726130661 ,-1865 ,-4508 , 4878.5539865825 
 55150 , 9952.24988898613 ,-59.9598441996612 ,-1852 ,-4527 , 4891.1791011984 
 55340 , 9929.02361046285 ,-59.9258946467783 ,-1843 ,-4543 , 4902.60114633038 
 55530 , 9895.34563063202 ,-59.8061746495558 ,-1830 ,-4566 , 4919.07064393265 
 55720 , 9870.81143857111 ,-59.7075393053637 ,-1817 ,-4586 , 4932.83741876823 
 55910 , 9844.15113111327 ,-59.5998359582159 ,-1802 ,-4607 , 4946.88316013225 
 56100 , 9827.18697695522 ,-59.5175484228529 ,-1787 ,-4622 , 4955.42662139195 
 56290 , 9799.43705880665 ,-59.468082993833 ,-1776 ,-4639 , 4967.3430523772 
 56480 , 9784.07887388688 ,-59.3775272697798 ,-1762 ,-4653 , 4975.44500522315 
 56670 , 9753.30049178688 ,-59.2690275965403 ,-1748 ,-4673 , 4989.23170438095 
 56860 , 9728.06231395665 ,-59.1989219463148 ,-1735 ,-4691 , 5001.57035339902 
 57050 , 9705.70588599482 ,-59.103725943352 ,-1722 ,-4710 , 5014.9161508444 
 57240 , 9679.87768005313 ,-59.061748825055 ,-1711 ,-4728 , 5028.07169797727 
 57430 , 9662.28922163892 ,-58.9533096322292 ,-1696 ,-4744 , 5038.05041657981 
 57620 , 9634.14318748837 ,-58.9480017476457 ,-1686 ,-4762 , 5051.65715384566 
 57810 , 9601.50430638376 ,-58.779229337979 ,-1668 ,-4784 , 5066.44648644393 
 58000 , 9586.38410483702 ,-58.709417374329 ,-1656 ,-4798 , 5075.74034008833 
 58190 , 9564.3195313801 ,-58.6220707220433 ,-1640 ,-4815 , 5086.63198983374 
 58380 , 9543.94615122448 ,-58.5502434044853 ,-1626 ,-4832 , 5098.24479600578 
 58570 , 9522.2173951827 ,-58.4306082617225 ,-1610 ,-4851 , 5111.1936961927 
 58760 , 9497.38429886203 ,-58.3652241412678 ,-1596 ,-4867 , 5122.00204998007 
 58950 , 9482.91075503335 ,-58.2959929809555 ,-1581 ,-4881 , 5130.6648691958 
 59140 , 9458.87919685333 ,-58.2160621379817 ,-1568 ,-4898 , 5142.8618492042 
 59330 , 9429.92908790861 ,-58.1380608764889 ,-1555 ,-4917 , 5157.0256931685 
 59520 , 9406.93796162028 ,-58.0414748427897 ,-1539 ,-4937 , 5171.31414632683 
 59710 , 9382.85277649378 ,-57.9579538293009 ,-1525 ,-4954 , 5183.4101709203 
 59900 , 9366.34095783378 ,-57.8588729194998 ,-1508 ,-4971 , 5194.69970258147 
 60090 , 9347.11914705298 ,-57.791916545558 ,-1492 ,-4986 , 5204.4461761075 
 60280 , 9330.08108013398 ,-57.6683099831424 ,-1474 ,-4999 , 5211.78251656763 
 60470 , 9306.12911866863 ,-57.6261611797524 ,-1462 ,-5018 , 5226.64022102153 
 60660 , 9286.31238595438 ,-57.5169391846051 ,-1445 ,-5035 , 5238.24875316169 
 60850 , 9264.99870500327 ,-57.45274670142 ,-1430 ,-5051 , 5249.52388317264 
 61040 , 9245.00707360342 ,-57.3305987343778 ,-1412 ,-5068 , 5261.02347457222 
 61230 , 9214.48568061545 ,-57.3110532608238 ,-1399 ,-5086 , 5274.90255834172 
 61420 , 9203.06136289459 ,-57.2158636653774 ,-1383 ,-5099 , 5283.22723342466 
 61610 , 9186.53055034528 ,-57.1613674714891 ,-1368 ,-5113 , 5292.84356466352 
 61800 , 9167.50830320881 ,-57.0856629087666 ,-1352 ,-5128 , 5303.2337304705 
 61990 , 9142.24572599614 ,-56.9900925561133 ,-1337 ,-5145 , 5315.88130040542 
 62180 , 9116.60645383808 ,-56.8613956673826 ,-1319 ,-5165 , 5330.75848261765 
 62370 , 9100.20118253555 ,-56.7933724870945 ,-1304 ,-5181 , 5342.58149212532 
 62560 , 9080.45031861169 ,-56.7379996135526 ,-1289 ,-5195 , 5352.52706672278 
 62750 , 9066.7495294346 ,-56.6721944005509 ,-1272 ,-5209 , 5362.05790718452 
 62940 , 9053.52664390258 ,-56.5235869515497 ,-1249 ,-5223 , 5370.26349446654 
 63130 , 9027.57499019952 ,-56.5194375588143 ,-1239 ,-5238 , 5382.54261478718 
 63320 , 9008.3421498329 ,-56.4401987910593 ,-1223 ,-5254 , 5394.4642922166 
 63510 , 8990.47930598872 ,-56.3495990162127 ,-1206 ,-5269 , 5405.2564231496 
 63700 , 8972.59404017081 ,-56.264073084449 ,-1188 ,-5285 , 5416.87815997369 
 63890 , 8946.88230693572 ,-56.1867746171694 ,-1170 ,-5303 , 5430.53487236755 
 64080 , 8938.67474324158 ,-56.1124304709011 ,-1153 ,-5314 , 5437.64700950696 
 64270 , 8915.60416211503 ,-56.0206266640546 ,-1135 ,-5330 , 5449.50685842306 
 64460 , 8896.66319367652 ,-55.9645469804455 ,-1123 ,-5341 , 5457.78434898265 
 64650 , 8882.31006501983 ,-55.8739128889601 ,-1101 ,-5358 , 5469.95109667353 
 64840 , 8862.17499185284 ,-55.7912942911256 ,-1084 ,-5374 , 5482.23786423026 
 65030 , 8844.00183813225 ,-55.7017060752188 ,-1066 ,-5391 , 5495.3832441423 
 65220 , 8834.5121387905 ,-55.6413018144041 ,-1047 ,-5399 , 5499.58271144275 
 65410 , 8818.10754784429 ,-55.5568248338063 ,-1029 ,-5412 , 5508.95498257156 
 65600 , 8798.65797554386 ,-55.5184582325871 ,-1015 ,-5427 , 5521.10079603696 
 65790 , 8776.57358713413 ,-55.4317892461029 ,-997 ,-5442 , 5532.57381333498 
 65980 , 8757.9775673098 ,-55.3604135916532 ,-979 ,-5456 , 5543.13782978558 
 66170 , 8741.26927608748 ,-55.2449861598025 ,-959 ,-5472 , 5555.3996255895 
 66360 , 8723.66267010318 ,-55.1734860758112 ,-941 ,-5487 , 5567.10427421653 
 66550 , 8709.40464433414 ,-55.10325975527 ,-924 ,-5498 , 5575.1035864816 
 66740 , 8692.5752265371 ,-55.0148557574441 ,-904 ,-5512 , 5585.63872802386 
 66930 , 8676.75066410985 ,-54.9443234510284 ,-887 ,-5524 , 5594.7604953206 
 67120 , 8656.09485928112 ,-54.8728544586388 ,-869 ,-5541 , 5608.72908955318 
 67310 , 8646.93745703728 ,-54.7870822519981 ,-849 ,-5552 , 5616.53852474992 
 67500 , 8623.07929889753 ,-54.7296453782885 ,-831 ,-5567 , 5628.68101778738 
 67690 , 8609.19470894765 ,-54.6400491150153 ,-811 ,-5579 , 5637.63798057307 
 67880 , 8593.49656346991 ,-54.580629301053 ,-796 ,-5591 , 5647.37965785903 
 68070 , 8575.68477892039 ,-54.5180787955178 ,-779 ,-5606 , 5659.86545776487 
 68260 , 8561.33559334347 ,-54.4216253747724 ,-757 ,-5619 , 5669.76278163381 
 68450 , 8543.57480415876 ,-54.3241598646539 ,-736 ,-5632 , 5679.88732282604 
 68640 , 8529.46765604897 ,-54.2854530088126 ,-721 ,-5643 , 5688.87422958181 
 68830 , 8517.98531312766 ,-54.207885886879 ,-701 ,-5655 , 5698.28272376863 
 69020 , 8493.05425360287 ,-54.1688427259936 ,-684 ,-5672 , 5713.09373282112 
 69210 , 8482.88217431147 ,-54.0199024305441 ,-661 ,-5682 , 5720.31861000766 
 69400 , 8471.34924406788 ,-53.9855985456363 ,-644 ,-5692 , 5728.31563376181 
 69590 , 8453.48989591774 ,-53.8929146466597 ,-623 ,-5705 , 5738.91575125476 
 69780 , 8439.6416017617 ,-53.786119971665 ,-602 ,-5716 , 5747.61341775871 
 69970 , 8423.65324864995 ,-53.7422094254443 ,-585 ,-5729 , 5758.79032436501 
 70160 , 8409.34440574347 ,-53.6689004587349 ,-565 ,-5742 , 5769.73040964654 
 70350 , 8400.69594384716 ,-53.6981267610409 ,-552 ,-5751 , 5777.4306573078 
 70540 , 8381.6262851 ,-53.5358526364913 ,-527 ,-5762 , 5786.04986152038 
 70730 , 8364.28171662316 ,-53.4491121279707 ,-508 ,-5776 , 5798.29630150098 
 70920 , 8351.79074060363 ,-53.3556597531942 ,-484 ,-5786 , 5806.2080568991 
 71110 , 8337.77249799306 ,-53.3039984382691 ,-467 ,-5798 , 5816.77685664492 
 71300 , 8321.35158080961 ,-53.2331398092247 ,-448 ,-5811 , 5828.24373203455 
 71490 , 8312.30412438542 ,-53.1526538188659 ,-426 ,-5820 , 5835.56989504881 
 71680 , 8299.06647095471 ,-53.0817014501415 ,-405 ,-5831 , 5845.04798953781 
 71870 , 8283.2421203751 ,-53.0168015947806 ,-386 ,-5841 , 5853.74042813653 
 72060 , 8275.29898606903 ,-52.9372056587238 ,-367 ,-5850 , 5861.50057579115 
 72250 , 8252.29657874024 ,-52.8751006946818 ,-347 ,-5867 , 5877.25258943326 
 72440 , 8235.70026536795 ,-52.7975523089457 ,-327 ,-5878 , 5887.08866928298 
 72630 , 8224.99231645232 ,-52.7145034947483 ,-306 ,-5887 , 5894.94741282736 
 72820 , 8211.93129847092 ,-52.6392036269219 ,-284 ,-5897 , 5903.83477072318 
 73010 , 8191.49341284027 ,-52.5623122471453 ,-263 ,-5910 , 5915.84896697 
 73200 , 8182.72191777143 ,-52.4853674911575 ,-242 ,-5918 , 5922.94588866047 
 73390 , 8171.66937951103 ,-52.4157311043277 ,-223 ,-5927 , 5931.19364040663 
 73580 , 8158.92759761367 ,-52.3553993696446 ,-202 ,-5938 , 5941.43484353738 
 73770 , 8129.15542725396 ,-52.190217583095 ,-178 ,-5956 , 5958.65924516581 
 73960 , 8133.38360815148 ,-52.1984030000343 ,-160 ,-5957 , 5959.14834519162 
 74150 , 8128.62687628289 ,-52.1492061024538 ,-143 ,-5963 , 5964.71441059838 
 74340 , 8103.89074789516 ,-52.0814732716982 ,-121 ,-5978 , 5979.22444803672 
 74530 , 8091.71256860344 ,-52.0148780622617 ,-101 ,-5987 , 5987.85186857524 
 74720 , 8083.86901278654 ,-51.9371936293773 ,-78 ,-5993 , 5993.50757069681 
 74910 , 8070.22012689109 ,-51.8464349515058 ,-57 ,-6002 , 6002.27065367766 
 75100 , 8054.68922448278 ,-51.8006725760162 ,-37 ,-6015 , 6015.11379775977 
 75290 , 8040.76808305355 ,-51.7135040576728 ,-14 ,-6024 , 6024.01626823833 
 75480 , 8035.43654538522 ,-51.6399401340529 , 8 ,-6031 , 6031.00530591708 
 75670 , 8019.35198141226 ,-51.5895356519602 , 26 ,-6041 , 6041.05595074239 
 75860 , 8005.20801925614 ,-51.522309106969 , 47 ,-6051 , 6051.18252905992 
 76050 , 7996.07864887114 ,-51.440828350534 , 67 ,-6056 , 6056.37061283406 
 76240 , 7982.95203780826 ,-51.3844616606047 , 90 ,-6066 , 6066.66761904754 
 76430 , 7969.39481774728 ,-51.313350392113 , 112 ,-6076 , 6077.0321703937 
 76620 , 7957.69329916405 ,-51.2494564210077 , 132 ,-6084 , 6085.43178418754 
 76810 , 7943.39152258325 ,-51.1498540339583 , 156 ,-6093 , 6094.99671862094 
 77000 , 7933.71940938237 ,-51.0893596251879 , 177 ,-6100 , 6102.56741052485 
 77190 , 7905.2863422736 ,-51.19208104986 , 186 ,-6114 , 6116.82859004566 
 77380 , 7911.57159836672 ,-50.9696485342538 , 219 ,-6117 , 6120.91904863967 
 77570 , 7896.31945846911 ,-50.8830296841429 , 243 ,-6125 , 6129.81843124248 
 77760 , 7883.37346290529 ,-50.8237849771681 , 263 ,-6133 , 6138.63649355457 
 77950 , 7874.26079628963 ,-50.747387730945 , 284 ,-6141 , 6147.56350109537 
 78140 , 7864.02370873935 ,-50.684493890438 , 307 ,-6148 , 6155.66024078652 
 78330 , 7850.04370538586 ,-50.5948188989896 , 330 ,-6157 , 6165.83725052811 
 78520 , 7837.96092653344 ,-50.5251246881332 , 352 ,-6162 , 6172.04569004475 
 78710 , 7827.40128985922 ,-50.492216585886 , 370 ,-6171 , 6182.08225438646 
